,id,admiration, amusement, anger, annoyance, approval, caring, confusion, curiosity, desire, disappointment, disapproval, disgust, embarrassment, excitement, fear, gratitude, grief, joy, love, nervousness, optimism, pride, realization, relief,remorse, sadness, surprise, neutral, bad_string,tag_agreement,string,target_string,top_tag,total_tags
944,16957178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,"--As those white so, you know, I think it's because if a plant is plants are autotrophic and what that means is that they actually create their own food. <b> So plants don't actually eat nitrogen potassium phosphorus, they biosynthesize those and they turn them into complex sugars carbohydrates proteins and starches and then a huge majority of the food that they Is actually exude through the roots to feed microbes so that the process can continue the biosynthetic process of obtaining more nutrients while synthesizing those into complex carbohydrates sugars proteins enzymes amino acids B vitamins, whatever it is the plant needs for whatever regulatory function or metallic process. </b> And I think that when you already have those in the tissue because you willingly gave it to a plant let's say via foiler feeding amino acids are pretty readily available through a foiler through the stomata openings.--16957178"," So plants don't actually eat nitrogen potassium phosphorus, they biosynthesize those and they turn them into complex sugars carbohydrates proteins and starches and then a huge majority of the food that they Is actually exude through the roots to feed microbes so that the process can continue the biosynthetic process of obtaining more nutrients while synthesizing those into complex carbohydrates sugars proteins enzymes amino acids B vitamins, whatever it is the plant needs for whatever regulatory function or metallic process. ", neutral,2
102,873184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"--You know, you're making sure that everyone is being treated treated as equal as you are. <b> Like I feel like we have such it's not even about it's to the point where it is about color sometimes but it's not even about that. </b> It's about who is by hierarchy. It's really about that and who has power and people don't like to lose that power.--873184", Like I feel like we have such it's not even about it's to the point where it is about color sometimes but it's not even about that. , realization,1
1610,34009993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,"So there's a little Pro tip for you.-- Boom you get a Japanese account and because it's region You just buy the game and then you you install it and you can play it in on any any account on your switch.<b> So there's a little Pro tip for you.</b> I used to have like four or five accounts based on different regions so that I could redeem codes from different regions, but these days I can usually if I reach out to some smaller Studios I can usually say hey can I get an n a code and they usually they--34009993.0", So there's a little Pro tip for you., optimism,2
1121,21478746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"--A new trophy a replica of the original was presented to the Brazilian football Confederation in 1984 less than a year after the theft and the police hoped that the national shame and their failure to solve the mystery were out of the public eye later that year Peralta and the other three were charged alongside an Argentine gold dealer named Juan Carlos Hernandez, though the case stretched out over several years. <b> In fact, when his metal foundry was tested for the trophies. </b> Gold the traces found didn't match the Jules rimet at all in the 1990s after he was already in prison Hernandez said that an Italian collector had commissioned the theft in order to have the Jules rimet trophy for his private collection. Incidentally Hernandez was one of the only ones to ever face jail time for the conviction in a quirk of the Brazilian Judicial System.--21478746"," In fact, when his metal foundry was tested for the trophies. ", realization,1
49,449598,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-And how close are you to 62? <b> And how close are you to see? </b> 62 I'm thinking about this podcast as we speak. This is episode number 12.--449598, And how close are you to see? , curiosity,1
614,9520855,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"--Sometimes you have to calm down. <b> Why do you sleepyhead stories called sleepy but it has a story and and books are just named stories and and sleepyheads are named sleepyheads. </b> I named it because we read you stories when you're sleepy head like right now. Okay, so we hope you little wild things at home enjoyed that book you guys are.--9520855", Why do you sleepyhead stories called sleepy but it has a story and and books are just named stories and and sleepyheads are named sleepyheads. , neutral,2
1188,23114498,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"--But so far I've done Zoo Tycoon and void bastards, you know, the two games that you would start with if you were going through this but there's like 260 something games on there and they're adding them constantly. <b> So it's gonna take a long time to get through them and I might never get through all of them, but just wanted to shout that out as a thing that I started doing because it's really dumb and I'm enjoying it so far. </b> I've enjoyed watching you do it. It's a very tenacious goal.--23114498"," So it's gonna take a long time to get through them and I might never get through all of them, but just wanted to shout that out as a thing that I started doing because it's really dumb and I'm enjoying it so far. ", amusement,2
259,2433690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,-I am so excited to get you into the first full-featured episode of the simmers digest podcast. <b> So let's get right into the show. </b> I would like to share. With you all the very first ever simmer feature.--2433690, So let's get right into the show. , neutral,2
1283,25531959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"--Yes, just go get it girl. <b> Thank you so much for being Today it is an honor to have you here a privilege. </b>  I've Loved meeting you and I can't wait to have you back.--25531959", Thank you so much for being Today it is an honor to have you here a privilege. , gratitude,1
418,4679990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"--It was that we needed to make sure that they knew they were loved that no matter what they did no matter where their lives take them. <b> And for the family it's hard but letting go of that fear and just Being able to love is a powerful thing, and honestly, I think it's a powerful thing in not just for our own peace, but it's powerful in helping them to want to change and to want to be the things that we have taught them to be. </b>  Sandra I was just going to thank you and I just as I listened and I to the challenges and the things that you've been through I was just so overcome with like I guess I don't personally know anyone that has been through as hard of things is you have and I sat there thinking about that and I thought, you know, isn't it interesting because because of all of your travels through the things you say to us, I almost felt like it.--4679990"," And for the family it's hard but letting go of that fear and just Being able to love is a powerful thing, and honestly, I think it's a powerful thing in not just for our own peace, but it's powerful in helping them to want to change and to want to be the things that we have taught them to be. ", love,1
570,8493753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,e kept them in different ways.-- Maybe that's what we'll get to between so one one big similarity. I think is that the Zodiac killed all unlike most of the girls.<b> He kept them in different ways.</b> He used guns use knives.--8493753., He kept them in different ways., neutral,1
1352,27046495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,"I'm just so sorry know they I mean they're listening.-- I'm with stupid episode yet is giving the most incoherent episode yet. Oh my God, you're listening on a Monday.<b> I'm just so sorry know they I mean they're listening.</b> They're probably listening on Tuesday morning going to work and it was saying to too drunk motherfuckers this locked into solar Miller fuckers, huh?--27046495.0", I'm just so sorry know they I mean they're listening.,remorse,2
795,13438049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,e have five minutes questions.-- I'll be here the rest of the afternoon. I don't know if anybody has any questions for me.<b> We have five minutes questions.</b> I think dot so I encourage you to we got a question good.--13438049., We have five minutes questions., neutral,2
788,13321948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"--I know Karen as Care Bear. <b> So anyway, she's shouting at her friend Lexi for listener of the week. </b> She has founded her own Rave clothing business called headbanger Rave where and then parentheses here it says, HD B NG R RW R headbanger Rave where very cool her brand is that everyone in anyone should feel empowered loved and like a total badass?--13321948"," So anyway, she's shouting at her friend Lexi for listener of the week. ", neutral,1
196,20308829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"Yeah, he's around 68 I think so.-- So David Johnson, maybe that's where you thinking Peyton Barber, you know running all over the in all over the Panthers in that contest left last week. I think this is a pretty nice spot for DJ and he's his prices down again in DFS at least on FanDuel 7K.<b> Yeah, he's around 68 I think so.</b> That's what bounce back spot by the way Malcolm Brown and Todd Gurley both had success against the Panthers in week 1 so that they've given up three--20308829.0"," Yeah, he's around 68 I think so.", neutral,1
1163,22659709,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"--We bring Lacroix for everybody. <b> Mmm, and we're just so thankful that they're there so I think they can tell ya, you know, they we get feedback all the time about how They're just so thankful for our they just feel like we care about them which we do we're for moms. </b>  Like we just care about people sure.--22659709"," Mmm, and we're just so thankful that they're there so I think they can tell ya, you know, they we get feedback all the time about how They're just so thankful for our they just feel like we care about them which we do we're for moms. ", caring,2
851,14830860,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"So so not only is she master and many industry traits, but she is also a dedicated mother of the three most darling kiddos you have ever met.-- Melissa has not only learned and mastered many industry traits such as hair eyelashes nails and permanent makeup and when I say mastered, I mean she's like freaking good at all of those things because it's not like she just took a class and like, oh, I do all this stuff. It's like no, she's seriously way good every single one of those things and has built successful clienteles in all of those areas.<b> So so not only is she master and many industry traits, but she is also a dedicated mother of the three most darling kiddos you have ever met.</b> They're so fun and they really are they're so cute.--14830860.0"," So so not only is she master and many industry traits, but she is also a dedicated mother of the three most darling kiddos you have ever met.", love,2
